Factor Year,Factor Number,Factor Date,Customer ID,Order ID,Start of rental,End of rental,Machine ID,Product Group,Product Category,Amount,Row Reason,Days Sold,Warehouse Unit,Sales Quantity,Sales Unit,Month
2024,IT  003743,2024/05/31,cust440,2024/ON  001688,2024-03-04,2025-12-31,S528,Vertical Lifts,Electric Vertical Lifts,330.0,ADN,22.0,GG,1.0,MES,5.0
2024,IT  003748,2024/05/31,cust82,2024/ON  000613,2024-01-29,2024-05-27,S599,Rotating Boom Lifts,Articulated Electric Boom Lifts,1210.0,ADN,22.0,GG,22.0,GG,5.0
2024,IT  003752,2024/05/31,cust74,2024/ON  001480,2024-02-26,2024-06-03,S625,Rotating Boom Lifts,Articulated Electric Boom Lifts,1540.0,ADN,22.0,GG,22.0,GG,5.0
2024,IT  003757,2024/05/31,cust09,2024/ON  000957,2024-03-07,2024-06-25,T142,Telehandlers,Rotating Telehandlers,3100.0,ADN,22.0,GG,1.0,MES,5.0
2024,IT  003757,2024/05/31,cust09,2024/ON  001136,2024-02-12,2024-06-24,T106,Telehandlers,Rotating Telehandlers,3080.0,ADN,22.0,GG,22.0,GG,5.0
2024,IT  003757,2024/05/31,cust09,2024/ON  001920,2024-03-21,2025-02-19,T146,Telehandlers,Rotating Telehandlers,3100.0,ADN,22.0,GG,1.0,MES,5.0
2024,IT  003757,2024/05/31,cust09,2024/ON  002723,2024-04-10,2024-06-24,S618,Vertical Lifts,Electric Vertical Lifts,770.0,ADN,22.0,GG,22.0,GG,5.0
2024,IT  003757,2024/05/31,cust09,2024/ON  003064,2024-05-02,2024-06-04,T73,Telehandlers,Rotating Telehandlers,2200.0,ADN,22.0,GG,1.0,MES,5.0
2024,IT  003788,2024/05/31,cust566,2023/ON  006883,2023-10-23,2024-08-13,T84,Telehandlers,Fixed Telehandlers,843.26,ADN,22.0,GG,22.0,GG,5.0
2024,IT  003792,2024/05/31,cust591,2023/ON  000198,2023-01-23,2025-12-31,S605,Vertical Lifts,Electric Vertical Lifts,400.0,ADN,22.0,GG,1.0,MES,5.0
2024,IT  004771,2024/07/31,cust81,2024/ON  004996,2024-07-03,2024-07-26,T81,Telehandlers,Fixed Telehandlers,982.74,ADN,22.0,GG,22.0,GG,7.0
2024,IT  004802,2024/07/31,cust137,2024/ON  004779,2024-07-02,2024-08-09,S591,Rotating Boom Lifts,Articulated Electric Boom Lifts,3300.0,ADN,22.0,GG,22.0,GG,7.0
2024,IT  004816,2024/07/31,cust1010,2024/ON  004384,2024-06-14,2024-07-31,S831,Rotating Boom Lifts,Articulated Electric Boom Lifts,2420.0,ADN,22.0,GG,22.0,GG,7.0
2024,IT  004856,2024/07/31,cust1384,2024/ON  005193,2024-07-10,2024-09-14,S840,Rotating Boom Lifts,Articulated Electric Boom Lifts,1320.0,ADN,22.0,GG,22.0,GG,7.0
2024,IT  004857,2024/07/31,cust1384,2024/ON  005194,2024-07-10,2024-11-08,T107,Telehandlers,Rotating Telehandlers,2053.26,ADN,22.0,GG,22.0,GG,7.0
2024,IT  005010,2024/07/31,cust1399,2024/ON  005084,2024-07-10,2024-08-22,S709,Vertical Lifts,Diesel/Electric Vertical Lifts,865.26,ADN,22.0,GG,22.0,GG,7.0
2024,IT  005051,2024/07/31,cust214,2024/ON  003779,2024-05-23,2024-08-06,S530,Vertical Lifts,Electric Vertical Lifts,660.0,ADN,22.0,GG,22.0,GG,7.0
2024,IT  005143,2024/07/31,cust92,2024/ON  004877,2024-07-09,2025-03-08,S820,Vertical Lifts,Electric Vertical Lifts,440.0,ADN,22.0,GG,22.0,GG,7.0
2024,IT  005181,2024/07/31,cust120,2024/ON  005042,2024-07-09,2024-08-23,S773,Rotating Boom Lifts,Articulated Diesel Boom Lifts,1107.26,ADN,22.0,GG,22.0,GG,7.0
2024,IT  005888,2024/08/31,cust120,2024/ON  005042,2024-07-09,2024-08-23,S773,Rotating Boom Lifts,Articulated Diesel Boom Lifts,1107.26,ADN,22.0,GG,22.0,GG,8.0
2024,IT  006968,2024/10/31,cust1117,2024/ON  007040,2024-10-02,2024-11-06,S516,Vertical Lifts,Electric Vertical Lifts,836.0,ADN,22.0,GG,22.0,GG,10.0
2024,IT  006990,2024/10/31,cust345,2024/ON  007043,2024-10-02,2024-12-18,P106,Truck Mounted Platforms,Truck Mounted Articulated Platforms,3080.0,ADN,22.0,GG,22.0,GG,10.0
2024,IT  007128,2024/10/31,cust47,2024/ON  005539,2024-09-26,2024-10-30,T142,Telehandlers,Rotating Telehandlers,3520.0,ADN,22.0,GG,22.0,GG,10.0
2024,IT  007211,2024/10/31,cust176,2024/ON  006582,2024-09-26,2024-12-10,S446,Vertical Lifts,Electric Vertical Lifts,880.0,ADN,22.0,GG,22.0,GG,10.0
2024,IT  007329,2024/10/31,cust849,2024/ON  003045,2024-04-23,2024-11-05,S335,Rotating Boom Lifts,Articulated Electric Boom Lifts,1760.0,ADN,22.0,GG,22.0,GG,10.0
2024,IT  007669,2024/11/29,cust440,2024/ON  007814,2024-10-31,2024-11-27,S423,Rotating Boom Lifts,Telescopic Diesel Boom Lifts,1320.0,ADN,22.0,GG,22.0,GG,11.0
2024,IT  007674,2024/11/29,cust231,2024/ON  006639,2024-09-17,2024-11-25,A211,Rent Outfitted,Rent Outfitted,990.0,ADS,22.0,GG,22.0,GG,11.0
2024,IT  007675,2024/11/29,cust231,2024/ON  006247,2024-09-02,2024-11-25,A230,Rent Outfitted,Rent Outfitted,990.0,ADS,22.0,GG,22.0,GG,11.0
2024,IT  008148,2024/11/30,cust09,2024/ON  007823,2024-11-09,2025-01-31,A236,Rent Outfitted,Rent Outfitted,1210.0,ADS,22.0,GG,22.0,GG,11.0
2024,IT  008637,2024/12/20,cust440,2024/ON  001160,2024-02-13,2025-12-31,S291,Rotating Boom Lifts,Articulated Electric Boom Lifts,660.0,ADN,22.0,GG,22.0,GG,12.0
2024,IT  000315,2024/01/31,cust1392,2024/ON  000178,2024-01-11,2024-02-27,T137,Telehandlers,Rotating Telehandlers,1539.93,ADN,21.0,GG,21.0,GG,1.0
2024,IT  000318,2024/01/31,cust260,2023/ON  008547,2023-11-24,2024-02-01,S613,Vertical Lifts,Electric Vertical Lifts,1176.0,ADN,21.0,GG,21.0,GG,1.0
2024,IT  000438,2024/01/31,cust120,2023/ON  008766,2023-12-15,2024-01-31,S392,Rotating Boom Lifts,Articulated Electric Boom Lifts,2520.0,ADN,21.0,GG,21.0,GG,1.0
2024,IT  000439,2024/01/31,cust120,2023/ON  008767,2023-12-15,2024-02-02,S424,Rotating Boom Lifts,Telescopic Diesel Boom Lifts,4620.0,ADN,21.0,GG,21.0,GG,1.0
2024,IT  000441,2024/01/31,cust120,2023/ON  008764,2023-12-15,2024-02-01,T148,Telehandlers,Rotating Telehandlers,3360.0,ADN,21.0,GG,21.0,GG,1.0
2024,IT  000538,2024/01/31,cust238,2023/ON  005981,2023-08-22,2024-03-05,T67,Telehandlers,Rotating Telehandlers,2774.1,ADN,21.0,GG,21.0,GG,1.0
2024,IT  000551,2024/01/31,cust139,2024/ON  000213,2024-01-11,2024-04-17,T155,Telehandlers,Fixed Telehandlers,1452.57,ADN,21.0,GG,21.0,GG,1.0
2024,IT  000674,2024/01/31,cust1388,2024/ON  000050,2024-01-11,2024-03-29,S680,Vertical Lifts,Electric Vertical Lifts,384.93,ADN,21.0,GG,21.0,GG,1.0
2024,IT  000675,2024/01/31,cust1388,2024/ON  000040,2024-01-11,2024-03-29,T136,Telehandlers,Rotating Telehandlers,1680.0,ADN,21.0,GG,21.0,GG,1.0
2024,IT  000753,2024/01/31,cust98,2023/ON  005849,2023-08-07,2025-01-23,P124,Truck Mounted Platforms,Truck Mounted Articulated Platforms,700.14,ADN,21.0,GG,21.0,GG,1.0
2024,IT  001002,2024/02/22,cust66,2020/ON  010083,2021-03-11,2024-09-27,S361,Vertical Lifts,Electric Vertical Lifts,550.0,ADN,21.0,GG,1.0,MES,2.0
2024,IT  001003,2024/02/22,cust66,2022/ON  008175,2022-11-08,2025-01-22,S316,Rotating Boom Lifts,Articulated Electric Boom Lifts,1100.0,ADN,21.0,GG,1.0,MES,2.0
2024,IT  001004,2024/02/22,cust1150,2023/ON  009057,2023-11-01,2024-06-29,P96,Truck Mounted Platforms,Truck Mounted Articulated Platforms,1800.0,ADN,21.0,GG,1.0,MES,2.0
2024,IT  001005,2024/02/22,cust141,2023/ON  004812,2023-08-08,2025-05-25,S601,Vertical Lifts,Electric Vertical Lifts,325.0,ADN,21.0,GG,1.0,MES,2.0
2024,IT  001006,2024/02/22,cust1127,2023/ON  007223,2023-10-11,2024-03-22,P97,Truck Mounted Platforms,Truck Mounted Telescopic Platforms,1650.0,ADN,21.0,GG,1.0,MES,2.0
2024,IT  001007,2024/02/22,cust111,2022/ON  002411,2022-07-21,2024-05-09,S299,Rotating Boom Lifts,Articulated Diesel Boom Lifts,800.0,ADN,21.0,GG,1.0,MES,2.0
2024,IT  001009,2024/02/22,cust91,2020/ON  005838,2020-09-09,2025-03-24,S307,Rotating Boom Lifts,Articulated Electric Boom Lifts,900.0,ADN,21.0,GG,1.0,MES,2.0
2024,IT  001010,2024/02/22,cust91,2023/ON  004789,2023-07-19,2025-03-25,S270,Rotating Boom Lifts,Articulated Electric Boom Lifts,900.0,ADN,21.0,GG,1.0,MES,2.0
2024,IT  001011,2024/02/22,cust117,2019/ON  006185,2019-08-02,2025-03-07,S647,Rotating Boom Lifts,Articulated Electric Boom Lifts,650.0,ADN,21.0,GG,1.0,MES,2.0
2024,IT  001012,2024/02/22,cust119,2020/ON  001275,2020-05-08,2025-06-08,S622,Vertical Lifts,Electric Vertical Lifts,325.0,ADN,21.0,GG,1.0,MES,2.0
2024,IT  001013,2024/02/22,cust119,2022/ON  001974,2022-04-27,2027-04-30,S695,Vertical Lifts,Electric Vertical Lifts,360.0,ADN,21.0,GG,1.0,MES,2.0
2024,IT  001014,2024/02/22,cust119,2023/ON  005046,2023-07-26,2024-12-19,S621,Vertical Lifts,Electric Vertical Lifts,325.0,ADN,21.0,GG,1.0,MES,2.0
2024,IT  001015,2024/02/22,cust1121,2023/ON  000236,2023-01-14,2025-03-14,S624,Vertical Lifts,Electric Vertical Lifts,345.0,ADN,21.0,GG,1.0,MES,2.0
2024,IT  001016,2024/02/22,cust415,2022/ON  003165,2022-05-05,2025-04-30,S609,Vertical Lifts,Electric Vertical Lifts,690.0,ADN,21.0,GG,1.0,MES,2.0
2024,IT  001018,2024/02/22,cust376,2023/ON  002103,2023-03-22,2025-04-01,S638,Rotating Boom Lifts,Articulated Electric Boom Lifts,900.0,ADN,21.0,GG,1.0,MES,2.0
2024,IT  001019,2024/02/22,cust376,2023/ON  002104,2023-03-22,2025-04-01,S679,Rotating Boom Lifts,Articulated Electric Boom Lifts,1050.0,ADN,21.0,GG,1.0,MES,2.0
2024,IT  001020,2024/02/22,cust82,2024/ON  000613,2024-01-29,2024-05-27,S599,Rotating Boom Lifts,Articulated Electric Boom Lifts,1650.0,ADN,21.0,GG,1.0,MES,2.0
2024,IT  001021,2024/02/22,cust366,2022/ON  009167,2022-12-01,2025-02-05,CLI1162,Column Lifts,Column Lifts,230.0,ADN,21.0,GG,1.0,MES,2.0
2024,IT  001022,2024/02/22,cust150,2022/ON  004200,2022-06-08,2024-05-31,S611,Vertical Lifts,Electric Vertical Lifts,700.0,ADN,21.0,GG,1.0,MES,2.0
2024,IT  001023,2024/02/22,cust150,2023/ON  001405,2023-03-01,2025-03-16,S565,Rotating Boom Lifts,Articulated Electric Boom Lifts,1450.0,ADN,21.0,GG,1.0,MES,2.0
2024,IT  001024,2024/02/22,cust150,2023/ON  004704,2023-07-20,2024-05-31,CLI1156,Rotating Boom Lifts,Articulated Diesel Boom Lifts,1090.0,ADN,21.0,GG,1.0,MES,2.0
2024,IT  001025,2024/02/22,cust83,2023/ON  004011,2023-09-01,2024-03-09,S469,Vertical Lifts,Electric Vertical Lifts,800.0,ADN,21.0,GG,1.0,MES,2.0
2024,IT  001043,2024/02/23,cust1382,2023/ON  009369,2024-01-03,2027-01-04,S828,Vertical Lifts,Electric Vertical Lifts,200.0,ADN,21.0,GG,1.0,MES,2.0
2024,IT  001045,2024/02/23,cust114,2022/ON  000797,2022-01-18,2024-09-05,P92,Truck Mounted Platforms,Truck Mounted Articulated Platforms,1250.0,ADN,21.0,GG,1.0,MES,2.0
2024,IT  001046,2024/02/23,cust114,2022/ON  002391,2022-04-05,2025-12-31,S574,Vertical Lifts,Electric Vertical Lifts,560.0,ADN,21.0,GG,1.0,MES,2.0
2024,IT  001047,2024/02/23,cust404,2023/ON  005025,2023-07-01,2025-07-31,S705,Column Lifts,Column Lifts,450.0,ADN,21.0,GG,1.0,MES,2.0
2024,IT  001079,2024/02/27,cust68,2023/ON  007077,2023-10-02,2024-04-05,CLI1148,Rotating Boom Lifts,Articulated Electric Boom Lifts,1900.0,ADN,21.0,GG,1.0,MES,2.0
2024,IT  001081,2024/02/27,cust69,2021/ON  000653,2021-01-25,2024-03-28,S557,Rotating Boom Lifts,Articulated Electric Boom Lifts,1350.0,ADN,21.0,GG,1.0,MES,2.0
2024,IT  001082,2024/02/27,cust69,2021/ON  006605,2021-11-10,2025-01-21,T133,Telehandlers,Rotating Telehandlers,2400.0,ADN,21.0,GG,1.0,MES,2.0
2024,IT  001083,2024/02/27,cust69,2022/ON  000385,2022-01-21,2024-09-10,T68,Telehandlers,Rotating Telehandlers,2200.0,ADN,21.0,GG,1.0,MES,2.0
2024,IT  001273,2024/02/29,cust835,2022/ON  001636,2022-02-01,2025-03-30,P94,Truck Mounted Platforms,Truck Mounted Articulated Platforms,1350.0,ADN,21.0,GG,1.0,MES,2.0
2024,IT  001132,2024/02/29,cust130,2024/ON  001105,2024-02-09,2024-08-01,T79,Telehandlers,Fixed Telehandlers,720.93,ADN,21.0,GG,21.0,GG,2.0
2024,IT  001143,2024/02/29,cust1117,2023/ON  008966,2023-12-07,2024-08-05,S471,Vertical Lifts,Electric Vertical Lifts,462.0,ADN,21.0,GG,21.0,GG,2.0
2024,IT  001144,2024/02/29,cust1117,2023/ON  008245,2023-11-15,2024-10-02,S492,Vertical Lifts,Electric Vertical Lifts,798.0,ADN,21.0,GG,21.0,GG,2.0
2024,IT  001145,2024/02/29,cust1117,2023/ON  008746,2023-12-01,2024-04-10,S497,Vertical Lifts,Electric Vertical Lifts,798.0,ADN,21.0,GG,21.0,GG,2.0
2024,IT  001146,2024/02/29,cust1117,2023/ON  008967,2023-12-07,2024-08-05,S516,Vertical Lifts,Electric Vertical Lifts,462.0,ADN,21.0,GG,21.0,GG,2.0
2024,IT  001149,2024/02/29,cust1119,2024/ON  000253,2024-01-22,2024-03-05,P110,Truck Mounted Platforms,Truck Mounted Articulated Platforms,1550.0,ADN,21.0,GG,1.0,MES,2.0
2024,IT  001150,2024/02/29,cust137,2024/ON  000042,2024-01-04,2024-04-13,P103,Truck Mounted Platforms,Truck Mounted Articulated Platforms,2520.0,ADN,21.0,GG,21.0,GG,2.0
2024,IT  001151,2024/02/29,cust17,2022/ON  000520,2022-01-27,2025-03-16,S629,Rotating Boom Lifts,Articulated Diesel Boom Lifts,1350.0,ADN,21.0,GG,1.0,MES,2.0
2024,IT  001152,2024/02/29,cust228,2024/ON  000420,2024-01-24,2024-03-19,S739,Rotating Boom Lifts,Articulated Electric Boom Lifts,1575.0,ADN,21.0,GG,21.0,GG,2.0
2024,IT  001153,2024/02/29,cust228,2024/ON  000663,2024-01-30,2024-04-05,S812,Vertical Lifts,Electric Vertical Lifts,808.5,ADN,21.0,GG,21.0,GG,2.0
2024,IT  001155,2024/02/29,cust163,2024/ON  000057,2024-01-08,2024-06-05,T161,Telehandlers,Fixed Telehandlers,1300.0,ADN,21.0,GG,1.0,MES,2.0
2024,IT  001158,2024/02/29,cust1126,2024/ON  000334,2024-01-16,2024-03-20,S707,Vertical Lifts,Diesel/Electric Vertical Lifts,1000.0,ADN,21.0,GG,1.0,MES,2.0
2024,IT  001159,2024/02/29,cust1126,2023/ON  009395,2024-01-16,2024-05-09,S732,Vertical Lifts,Diesel/Electric Vertical Lifts,1000.0,ADN,21.0,GG,1.0,MES,2.0
2024,IT  001160,2024/02/29,cust1126,2023/ON  009396,2024-01-16,2024-03-20,S744,Vertical Lifts,Diesel/Electric Vertical Lifts,1000.0,ADN,21.0,GG,1.0,MES,2.0
2024,IT  001161,2024/02/29,cust1159,2023/ON  008274,2023-11-23,2024-05-03,S626,Rotating Boom Lifts,Articulated Electric Boom Lifts,1200.0,ADN,21.0,GG,1.0,MES,2.0
2024,IT  001177,2024/02/29,cust81,2022/ON  006874,2022-09-08,2024-04-17,T87,Telehandlers,Fixed Telehandlers,1400.0,ADN,21.0,GG,1.0,MES,2.0
2024,IT  001180,2024/02/29,cust1140,2023/ON  005897,2023-08-17,2024-12-31,S806,Vertical Lifts,Electric Vertical Lifts,450.0,ADN,21.0,GG,1.0,MES,2.0
2024,IT  001182,2024/02/29,cust220,2023/ON  007363,2023-10-17,2024-05-21,S430,Vertical Lifts,Electric Vertical Lifts,840.0,ADN,21.0,GG,21.0,GG,2.0
2024,IT  001183,2024/02/29,cust220,2024/ON  000471,2024-01-26,2024-04-22,S526,Vertical Lifts,Electric Vertical Lifts,630.0,ADN,21.0,GG,21.0,GG,2.0
2024,IT  001184,2024/02/29,cust46,2024/ON  000670,2024-01-30,2024-03-21,T134,Telehandlers,Rotating Telehandlers,2750.0,ADN,21.0,GG,1.0,MES,2.0
2024,IT  001185,2024/02/29,cust1149,2023/ON  009200,2023-12-01,2025-03-07,S692,Vertical Lifts,Electric Vertical Lifts,579.44,ADN,21.0,GG,1.0,MES,2.0
2024,IT  001192,2024/02/29,cust132,2024/ON  000692,2024-02-01,2024-03-01,T153,Telehandlers,Rotating Telehandlers,3360.0,ADN,21.0,GG,21.0,GG,2.0
2024,IT  001204,2024/02/29,cust398,2023/ON  004671,2023-06-01,2025-05-31,S465,Vertical Lifts,Electric Vertical Lifts,395.0,ADN,21.0,GG,1.0,MES,2.0
2024,IT  001207,2024/02/29,cust1132,2023/ON  000048,2023-01-09,2024-03-25,S659,Vertical Lifts,Electric Vertical Lifts,600.0,ADN,21.0,GG,1.0,MES,2.0
2024,IT  001208,2024/02/29,cust1133,2023/ON  000544,2023-03-01,2024-02-29,S701,Vertical Lifts,Electric Vertical Lifts,590.0,ADN,21.0,GG,1.0,MES,2.0
2024,IT  001212,2024/02/29,cust1135,2023/ON  003932,2023-05-29,2024-03-14,S330,Rotating Boom Lifts,Articulated Diesel Boom Lifts,1680.0,ADN,21.0,GG,21.0,GG,2.0
2024,IT  001214,2024/02/29,cust503,2024/ON  000214,2024-01-15,2024-04-08,S669,Rotating Boom Lifts,Spider Boom Lifts,2730.0,ADN,21.0,GG,21.0,GG,2.0
2024,IT  001218,2024/02/29,cust794,2023/ON  007920,2023-10-31,2024-05-29,S593,Rotating Boom Lifts,Articulated Electric Boom Lifts,1575.0,ADN,21.0,GG,21.0,GG,2.0
2024,IT  001222,2024/02/29,cust92,2023/ON  005449,2023-07-26,2024-07-10,S580,Vertical Lifts,Electric Vertical Lifts,625.0,ADN,21.0,GG,1.0,MES,2.0
2024,IT  001223,2024/02/29,cust1177,2023/ON  009032,2024-01-12,2024-04-04,CLI1152,Rotating Boom Lifts,Articulated Diesel Boom Lifts,3150.0,ADN,21.0,GG,21.0,GG,2.0
2024,IT  001224,2024/02/29,cust762,2024/ON  000170,2024-01-22,2024-04-04,S735,Rotating Boom Lifts,Articulated Electric Boom Lifts,2058.0,ADN,21.0,GG,21.0,GG,2.0
2024,IT  001225,2024/02/29,cust823,2023/ON  005168,2023-07-12,2024-04-08,T141,Telehandlers,Fixed Telehandlers,1980.0,ADN,21.0,GG,1.0,MES,2.0
2024,IT  001230,2024/02/29,cust1123,2023/ON  004060,2023-06-06,2025-03-04,T59,Telehandlers,Rotating Telehandlers,1900.0,ADN,21.0,GG,1.0,MES,2.0
2024,IT  001231,2024/02/29,cust343,2024/ON  000704,2024-01-31,2024-08-05,S494,Vertical Lifts,Electric Vertical Lifts,1029.0,ADN,21.0,GG,21.0,GG,2.0
2024,IT  001234,2024/02/29,cust343,2024/ON  000302,2024-01-15,2024-05-22,S810,Vertical Lifts,Electric Vertical Lifts,798.0,ADN,21.0,GG,21.0,GG,2.0
2024,IT  001235,2024/02/29,cust824,2023/ON  007021,2023-10-02,2024-04-24,S763,Rotating Boom Lifts,Articulated Diesel Boom Lifts,1600.0,ADN,21.0,GG,1.0,MES,2.0
2024,IT  001236,2024/02/29,cust824,2023/ON  007020,2023-10-02,2024-04-10,T173,Telehandlers,Rotating Telehandlers,2800.0,ADN,21.0,GG,1.0,MES,2.0
2024,IT  001238,2024/02/29,cust1111,2024/ON  000243,2024-01-22,2024-03-19,P111,Truck Mounted Platforms,Truck Mounted Articulated Platforms,1510.0,ADN,21.0,GG,1.0,MES,2.0
2024,IT  001244,2024/02/29,cust108,2022/ON  008540,2022-11-08,2024-11-26,S778,Rotating Boom Lifts,Articulated Electric Boom Lifts,1785.0,ADN,21.0,GG,21.0,GG,2.0
2024,IT  001245,2024/02/29,cust108,2023/ON  008682,2023-11-30,2024-03-07,T125,Telehandlers,Fixed Telehandlers,1890.0,ADN,21.0,GG,21.0,GG,2.0
2024,IT  001254,2024/02/29,cust69,2024/ON  000526,2024-01-26,2024-03-06,S172,Rotating Boom Lifts,Telescopic Diesel Boom Lifts,3465.0,ADN,21.0,GG,21.0,GG,2.0
2024,IT  001255,2024/02/29,cust69,2022/ON  006331,2022-08-25,2024-12-04,CLI1161,Rotating Boom Lifts,Articulated Electric Boom Lifts,1350.0,ADN,21.0,GG,1.0,MES,2.0
2024,IT  001262,2024/02/29,cust69,2023/ON  000581,2023-07-31,2024-09-24,CLI1159,Rotating Boom Lifts,Articulated Electric Boom Lifts,1350.0,ADN,21.0,GG,1.0,MES,2.0
2024,IT  001257,2024/02/29,cust69,2023/ON  005950,2023-09-12,2024-09-18,S289,Rotating Boom Lifts,Articulated Electric Boom Lifts,2450.0,ADN,21.0,GG,1.0,MES,2.0
2024,IT  001259,2024/02/29,cust69,2023/ON  006041,2023-08-18,2024-10-10,S315,Rotating Boom Lifts,Articulated Electric Boom Lifts,2450.0,ADN,21.0,GG,1.0,MES,2.0
2024,IT  001263,2024/02/29,cust69,2023/ON  006161,2023-09-19,2024-04-26,S594,Rotating Boom Lifts,Articulated Electric Boom Lifts,1350.0,ADN,21.0,GG,1.0,MES,2.0
2024,IT  001270,2024/02/29,cust69,2023/ON  007227,2023-09-13,2024-09-17,CLI1150,Rotating Boom Lifts,Articulated Electric Boom Lifts,1800.0,ADN,21.0,GG,1.0,MES,2.0
2024,IT  001258,2024/02/29,cust69,2024/ON  000247,2024-01-15,2024-07-03,S297,Rotating Boom Lifts,Articulated Diesel Boom Lifts,2100.0,ADN,21.0,GG,21.0,GG,2.0
2024,IT  001256,2024/02/29,cust69,2024/ON  000536,2024-01-20,2024-12-23,S261,Rotating Boom Lifts,Articulated Diesel Boom Lifts,1350.0,ADN,21.0,GG,1.0,MES,2.0
2024,IT  001260,2024/02/29,cust69,2024/ON  001222,2024-02-14,2024-08-02,S424,Rotating Boom Lifts,Telescopic Diesel Boom Lifts,4000.0,ADN,21.0,GG,1.0,MES,2.0
2024,IT  001261,2024/02/29,cust69,2024/ON  001230,2024-02-15,2024-08-13,S428,Rotating Boom Lifts,Articulated Electric Boom Lifts,2450.0,ADN,21.0,GG,1.0,MES,2.0
2024,IT  001271,2024/02/29,cust71,2023/ON  002630,2023-04-11,2026-12-31,S454,Rotating Boom Lifts,Telescopic Diesel Boom Lifts,3750.0,ADN,21.0,GG,1.0,MES,2.0
2024,IT  001272,2024/02/29,cust71,2021/ON  009362,2021-11-19,2024-09-27,S639,Rotating Boom Lifts,Telescopic Diesel Boom Lifts,1750.0,ADN,21.0,GG,1.0,MES,2.0
2024,IT  001274,2024/02/29,cust38,2024/ON  000551,2024-01-29,2024-03-16,S422,Rotating Boom Lifts,Articulated Electric Boom Lifts,1890.0,ADN,21.0,GG,21.0,GG,2.0
2024,IT  001279,2024/02/29,cust38,2024/ON  000121,2024-01-15,2024-03-11,S727,Vertical Lifts,Diesel/Electric Vertical Lifts,1155.0,ADN,21.0,GG,21.0,GG,2.0
2024,IT  001281,2024/02/29,cust96,2023/ON  008180,2023-11-01,2024-07-09,S223,Rotating Boom Lifts,Telescopic Electric Boom Lifts,2100.0,ADN,21.0,GG,1.0,MES,2.0
2024,IT  001282,2024/02/29,cust96,2023/ON  000961,2023-02-28,2024-05-07,S391,Rotating Boom Lifts,Telescopic Diesel Boom Lifts,2200.0,ADN,21.0,GG,1.0,MES,2.0
2024,IT  001283,2024/02/29,cust96,2023/ON  008159,2023-11-01,2025-01-31,S596,Rotating Boom Lifts,Telescopic Diesel Boom Lifts,1773.9,ADN,21.0,GG,1.0,MES,2.0
2024,IT  001286,2024/02/29,cust97,2019/ON  004418,2019-06-01,2024-06-28,S180,Rotating Boom Lifts,Articulated Electric Boom Lifts,780.0,ADN,21.0,GG,1.0,MES,2.0
2024,IT  001287,2024/02/29,cust848,2023/ON  007296,2023-11-09,2024-10-09,S681,Vertical Lifts,Electric Vertical Lifts,370.0,ADN,21.0,GG,1.0,MES,2.0
2024,IT  001288,2024/02/29,cust1400,2024/ON  000474,2024-01-25,2024-03-13,S441,Vertical Lifts,Electric Vertical Lifts,630.0,ADN,21.0,GG,21.0,GG,2.0
2024,IT  001289,2024/02/29,cust1400,2024/ON  000475,2024-01-25,2024-06-05,S520,Vertical Lifts,Electric Vertical Lifts,630.0,ADN,21.0,GG,21.0,GG,2.0
2024,IT  001293,2024/02/29,cust309,2023/ON  005693,2023-08-28,2024-09-12,S287,Rotating Boom Lifts,Articulated Electric Boom Lifts,1785.0,ADN,21.0,GG,21.0,GG,2.0
2024,IT  001294,2024/02/29,cust98,2023/ON  005849,2023-08-07,2025-01-23,P124,Truck Mounted Platforms,Truck Mounted Articulated Platforms,700.14,ADN,21.0,GG,21.0,GG,2.0
2024,IT  001303,2024/02/29,cust165,2023/ON  004819,2023-06-29,2024-05-30,S576,Vertical Lifts,Electric Vertical Lifts,525.0,ADN,21.0,GG,1.0,MES,2.0
2024,IT  001297,2024/02/29,cust165,2023/ON  004830,2023-06-29,2024-06-14,S379,Vertical Lifts,Electric Vertical Lifts,525.0,ADN,21.0,GG,1.0,MES,2.0
2024,IT  001301,2024/02/29,cust165,2023/ON  005993,2023-09-01,2024-04-12,S431,Vertical Lifts,Electric Vertical Lifts,735.0,ADN,21.0,GG,21.0,GG,2.0
2024,IT  001302,2024/02/29,cust165,2023/ON  005994,2023-09-01,2024-06-14,S432,Vertical Lifts,Electric Vertical Lifts,735.0,ADN,21.0,GG,21.0,GG,2.0
2024,IT  001305,2024/02/29,cust165,2023/ON  006851,2023-09-22,2024-05-30,S749,Rotating Boom Lifts,Articulated Electric Boom Lifts,1470.0,ADN,21.0,GG,21.0,GG,2.0
2024,IT  001304,2024/02/29,cust165,2023/ON  007183,2023-10-04,2024-05-07,S703,Vertical Lifts,Electric Vertical Lifts,504.0,ADN,21.0,GG,21.0,GG,2.0
2024,IT  001295,2024/02/29,cust165,2023/ON  007185,2023-10-04,2024-05-30,S201,Rotating Boom Lifts,Articulated Electric Boom Lifts,1470.0,ADN,21.0,GG,21.0,GG,2.0
2024,IT  001308,2024/02/29,cust165,2023/ON  009428,2023-12-21,2024-05-31,T149,Telehandlers,Rotating Telehandlers,2600.0,ADN,21.0,GG,1.0,MES,2.0
2024,IT  001306,2024/02/29,cust165,2024/ON  000166,2024-01-15,2024-05-27,S769,Rotating Boom Lifts,Telescopic Diesel Boom Lifts,2310.0,ADN,21.0,GG,21.0,GG,2.0
